course_id,title,info
56856,문학,
56856,01강ㅣ현대소설 01,33:50
56856,"02강ㅣ현대소설 02, 03",1:17:36
56856,"03강ㅣ현대소설 04, 05",1:33:59
56856,04강ㅣ현대소설 06,42:32
56856,05강ㅣ현대소설 07,30:39
56856,06강ㅣ고전소설 01,35:04
56856,07강ㅣ고전소설 02,27:08
56856,"08강ㅣ고전소설 03, 04",1:11:31
56856,09강ㅣ고전소설 05,53:02
56856,"10강ㅣ현대시 01, 02",1:22:49
56856,"11강ㅣ현대시 03, 04",1:18:45
56856,12강ㅣ현대시 05,29:51
56856,"13강ㅣ고전시가 01, 02",56:21
56856,"14강ㅣ고전시가 03, 04",49:57
56856,15강ㅣ고전시가 05 ▶문학 완강,36:32
56856,독서,
56856,"01강ㅣ경제·법·사회 1-1, 1-2",통강 맛보기
56856,"02강ㅣ경제·법·사회 2-1, 2-2",1:10:24
56856,"03강ㅣ경제·법·사회 3-1, 3-2",55:11
56856,"04강ㅣ경제·법·사회 4-1, 4-2",39:38
56856,05강ㅣ경제·법·사회 6,49:00
56856,"06강ㅣ경제·법·사회 5, 7",1:04:22
56856,"07강ㅣ과학·기술 1-1, 1-2",1:23:07
56856,"08강ㅣ과학·기술 2-1, 2-2",50:36
56856,"09강ㅣ과학·기술 3-1, 3-2",1:04:24
56856,"10강ㅣ과학·기술 4-1, 4-2",1:00:47
56506,1강. THEME 01. 역학계 + 빗면 유형 (1) (~10p),통강 맛보기
56506,2강. THEME 01. 역학계 + 빗면 유형 (2) (~17p),1:09:56
56506,3강. THEME 01. 역학계 + 빗면 유형 (3) (~24p),1:01:49
54613,OT,OT
54613,1. 지수와 로그 ① (1번~13번),통강 맛보기
54613,1. 지수와 로그 ② (14번~31번),1:34:24
54613,1. 지수와 로그 ③ (32번~52번),1:45:35
54613,1. 지수와 로그 ④ (53번~58번),59:34
54613,1. 지수와 로그 ⑤ (59번~61번),18:40
54613,1. 지수와 로그 ⑥ (62번),19:39
54613,2. 지수함수와 로그함수 ① (1번~10번),1:24:24
54613,2. 지수함수와 로그함수 ② (11번~21번),1:30:25
54613,2. 지수함수와 로그함수 ③ (22번~32번),1:26:59
54613,2. 지수함수와 로그함수 ④ (33번~44번),1:27:19
54613,2. 지수함수와 로그함수 ⑤ (45번~59번),1:15:35
54613,2. 지수함수와 로그함수 ⑥ (60번~66번),1:09:31
54613,2. 지수함수와 로그함수 ⑦ (67번~68번),17:40
54613,2. 지수함수와 로그함수 ⑧ (69번~71번),28:16
54613,2. 지수함수와 로그함수 ⑨ (72번~74번),40:43
54613,3. 삼각함수 ① (1번~12번),57:09
54613,3. 삼각함수 ② (13번~21번),37:53
54613,3. 삼각함수 ③ (22번~30번),1:08:21
54613,3. 삼각함수 ④ (31번~34번),28:52
54613,3. 삼각함수 ⑤ (35번~37번),14:01
54613,3. 삼각함수 ⑥ (38번~43번),1:00:46
54613,4. 수열 ① (1번~10번),1:25:15
54613,4. 수열 ② (11번~23번),1:24:10
54613,4. 수열 ③ (24번~36번),1:40:06
54613,4. 수열 ④ (37번~48번),1:26:18
54613,4. 수열 ⑤ (49번~58번),1:31:43
54613,4. 수열 ⑥ (59번~71번),1:43:35
54613,4. 수열 ⑦ (72번~96번),1:56:31
54613,4. 수열 ⑧ (97번~107번),52:59
54613,4. 수열 ⑨ (108번~112번),55:18
54613,4. 수열 ⑩ (113번~114번),14:03
54613,4. 수열 ⑪ (115번~118번),28:12
54613,4. 수열 ⑫ (119번~123번),56:58
54613,Step2. 1번 (2012.06 가/나형 30번),13:57
54613,Step2. 2번 (2012.09 가/나형 30번),17:59
54613,Step2. 3번 (2012.수능 가/나형 30번),39:17
54613,Step2. 4번 (2013.06 가/나형 30번),12:06
54613,Step2. 5번 (2013.09 가/나형 30번),17:57
54613,Step2. 6번 (2014.09 A형 30번),10:40
54613,Step2. 7번 (2014.수능 A형 30번),23:00
54613,Step2. 8번 (2015.09 A형 30번),26:58
54613,Step2. 9번 (2015.수능 A형 30번),21:44
54613,Step2. 10번 (2015.수능 B형 21번),09:41
54613,Step2. 11번 (2017.06 나형 30번),24:13
54613,Step2. 12번 (2017.수능 나형 21번),25:02
54613,Step2. 13번 (2018.06 나형 29번),20:21
54613,Step2. 14번 (2018.09 나형 19번),16:19
54613,Step2. 15번 (2019.09 나형 29번),14:37
54613,Step2. 16번 (2019.수능 나형 29번),18:02
54613,Step2. 17번 (2020.수능 나형 21번),20:23
54613,Step2. 18번 (2021.09 가형 21번),24:59
54613,Step2. 19번 (2021.09 나형 21번),12:46
54613,Step2. 20번~21번 (2021.수능 21번),15:39
54613,Step2. 22번 (2023.06 공통 15번),20:23
54613,Step2. 23번 (2023.09 공통 15번),16:10
54613,Step2. 24번 (2023.수능 공통 15번),19:20
54613,Step2. 25번 (2024.06 공통 15번) ▶완강,07:00
